Site_ID,Country,Biome,Bait_Type,Number_of_Ants,Percent_of_Baits_with_Ants,CountryTotalAntBaitType,Latitude,Longitude,Habitat_type,Elevation,Distance_from_shore,Precipitation,Temperature,Contributor,Site_Details
172,Argentina,Tropical seasonal forest/Savanna,Salt,35,60,169,-25.6769,-58.44948333,subtropical rainforest,190,1023,1209,22.3,C. Paris; P. Hanish; B.Wills; A. Suarez,
172,Argentina,Tropical seasonal forest/Savanna,Sugar,58,100,419,-25.6769,-58.44948333,subtropical rainforest,190,1023,1209,22.3,C. Paris; P. Hanish; B.Wills; A. Suarez,
172,Argentina,Tropical seasonal forest/Savanna,Water,2,20,11,-25.6769,-58.44948333,subtropical rainforest,190,1023,1209,22.3,C. Paris; P. Hanish; B.Wills; A. Suarez,
173,Argentina,Tropical seasonal forest/Savanna,Amino Acids,19,60,27,-25.64506667,-58.3232,subtropical rainforest,180,975,1236,22.4,C. Paris; P. Hanish; B.Wills; A. Suarez,
173,Argentina,Tropical seasonal forest/Savanna,Cookie,72,80,134,-25.64506667,-58.3232,subtropical rainforest,180,975,1236,22.4,C. Paris; P. Hanish; B.Wills; A. Suarez,
173,Argentina,Tropical seasonal forest/Savanna,Olive Oil,148,100,584,-25.64506667,-58.3232,subtropical rainforest,180,975,1236,22.4,C. Paris; P. Hanish; B.Wills; A. Suarez,
173,Argentina,Tropical seasonal forest/Savanna,Salt,90,80,169,-25.64506667,-58.3232,subtropical rainforest,180,975,1236,22.4,C. Paris; P. Hanish; B.Wills; A. Suarez,
173,Argentina,Tropical seasonal forest/Savanna,Sugar,250,100,419,-25.64506667,-58.3232,subtropical rainforest,180,975,1236,22.4,C. Paris; P. Hanish; B.Wills; A. Suarez,
173,Argentina,Tropical seasonal forest/Savanna,Water,2,40,11,-25.64506667,-58.3232,subtropical rainforest,180,975,1236,22.4,C. Paris; P. Hanish; B.Wills; A. Suarez,
174,Argentina,Grassland/Cold desert,Amino Acids,8,80,10,-25.04598333,-66.01336667,open shrubland,1866,457,181,11.6,C. Paris; P. Hanish; B.Wills; A. Suarez,
174,Argentina,Grassland/Cold desert,Cookie,3,20,9,-25.04598333,-66.01336667,open shrubland,1866,457,181,11.6,C. Paris; P. Hanish; B.Wills; A. Suarez,
174,Argentina,Grassland/Cold desert,Olive Oil,25,60,29,-25.04598333,-66.01336667,open shrubland,1866,457,181,11.6,C. Paris; P. Hanish; B.Wills; A. Suarez,
174,Argentina,Grassland/Cold desert,Salt,7,80,10,-25.04598333,-66.01336667,open shrubland,1866,457,181,11.6,C. Paris; P. Hanish; B.Wills; A. Suarez,
174,Argentina,Grassland/Cold desert,Sugar,2,20,117,-25.04598333,-66.01336667,open shrubland,1866,457,181,11.6,C. Paris; P. Hanish; B.Wills; A. Suarez,
174,Argentina,Grassland/Cold desert,Water,2,20,2,-25.04598333,-66.01336667,open shrubland,1866,457,181,11.6,C. Paris; P. Hanish; B.Wills; A. Suarez,
175,Argentina,Grassland/Cold desert,Amino Acids,2,20,10,-26.63379167,-65.95915833,arid shrubland,1975,464,207,15.1,C. Paris; P. Hanish; B.Wills; A. Suarez,
175,Argentina,Grassland/Cold desert,Cookie,5,80,9,-26.63379167,-65.95915833,arid shrubland,1975,464,207,15.1,C. Paris; P. Hanish; B.Wills; A. Suarez,
175,Argentina,Grassland/Cold desert,Olive Oil,3,40,29,-26.63379167,-65.95915833,arid shrubland,1975,464,207,15.1,C. Paris; P. Hanish; B.Wills; A. Suarez,
175,Argentina,Grassland/Cold desert,Salt,2,40,10,-26.63379167,-65.95915833,arid shrubland,1975,464,207,15.1,C. Paris; P. Hanish; B.Wills; A. Suarez,
175,Argentina,Grassland/Cold desert,Sugar,110,40,117,-26.63379167,-65.95915833,arid shrubland,1975,464,207,15.1,C. Paris; P. Hanish; B.Wills; A. Suarez,
175,Argentina,Grassland/Cold desert,Water,0,0,2,-26.63379167,-65.95915833,arid shrubland,1975,464,207,15.1,C. Paris; P. Hanish; B.Wills; A. Suarez,
176,Argentina,Grassland/Cold desert,Amino Acids,0,0,10,-26.76833333,-65.32333333,subtropical mountain forest,732,532,892,19,C. Paris; P. Hanish; B.Wills; A. Suarez,
176,Argentina,Grassland/Cold desert,Cookie,1,20,9,-26.76833333,-65.32333333,subtropical mountain forest,732,532,892,19,C. Paris; P. Hanish; B.Wills; A. Suarez,
176,Argentina,Grassland/Cold desert,Olive Oil,1,20,29,-26.76833333,-65.32333333,subtropical mountain forest,732,532,892,19,C. Paris; P. Hanish; B.Wills; A. Suarez,
176,Argentina,Grassland/Cold desert,Salt,1,20,10,-26.76833333,-65.32333333,subtropical mountain forest,732,532,892,19,C. Paris; P. Hanish; B.Wills; A. Suarez,
176,Argentina,Grassland/Cold desert,Sugar,5,60,117,-26.76833333,-65.32333333,subtropical mountain forest,732,532,892,19,C. Paris; P. Hanish; B.Wills; A. Suarez,
176,Argentina,Grassland/Cold desert,Water,0,0,2,-26.76833333,-65.32333333,subtropical mountain forest,732,532,892,19,C. Paris; P. Hanish; B.Wills; A. Suarez,
48,Australia,Tropical seasonal forest/Savanna,Amino Acids,15,60,386,-12.4667,130.8333,,102,1,1492,27.8,Andersen,Darwin
48,Australia,Tropical seasonal forest/Savanna,Cookie,213,100,1644,-12.4667,130.8333,,102,1,1492,27.8,Andersen,Darwin
48,Australia,Tropical seasonal forest/Savanna,Olive Oil,147,80,954,-12.4667,130.8333,,102,1,1492,27.8,Andersen,Darwin
48,Australia,Tropical seasonal forest/Savanna,Salt,107,80,408,-12.4667,130.8333,,102,1,1492,27.8,Andersen,Darwin
48,Australia,Tropical seasonal forest/Savanna,Sugar,168,60,1049,-12.4667,130.8333,,102,1,1492,27.8,Andersen,Darwin
48,Australia,Tropical seasonal forest/Savanna,Water,75,60,155,-12.4667,130.8333,,102,1,1492,27.8,Andersen,Darwin
49,Australia,Tropical seasonal forest/Savanna,Amino Acids,21,60,386,-12.6998,131.0166,,25,7,1486,27.3,Andersen,Bery springs
49,Australia,Tropical seasonal forest/Savanna,Cookie,17,60,1644,-12.6998,131.0166,,25,7,1486,27.3,Andersen,Bery springs
49,Australia,Tropical seasonal forest/Savanna,Olive Oil,60,40,954,-12.6998,131.0166,,25,7,1486,27.3,Andersen,Bery springs
49,Australia,Tropical seasonal forest/Savanna,Salt,68,40,408,-12.6998,131.0166,,25,7,1486,27.3,Andersen,Bery springs
49,Australia,Tropical seasonal forest/Savanna,Sugar,19,60,1049,-12.6998,131.0166,,25,7,1486,27.3,Andersen,Bery springs
49,Australia,Tropical seasonal forest/Savanna,Water,17,60,155,-12.6998,131.0166,,25,7,1486,27.3,Andersen,Bery springs
50,Australia,Tropical seasonal forest/Savanna,Amino Acids,0,0,386,-13.2333,131.1,,58,7,1318,27.2,Andersen,adelelaie river
50,Australia,Tropical seasonal forest/Savanna,Cookie,6,20,1644,-13.2333,131.1,,58,7,1318,27.2,Andersen,adelelaie river
50,Australia,Tropical seasonal forest/Savanna,Olive Oil,2,40,954,-13.2333,131.1,,58,7,1318,27.2,Andersen,adelelaie river
50,Australia,Tropical seasonal forest/Savanna,Salt,2,40,408,-13.2333,131.1,,58,7,1318,27.2,Andersen,adelelaie river
50,Australia,Tropical seasonal forest/Savanna,Sugar,3,20,1049,-13.2333,131.1,,58,7,1318,27.2,Andersen,adelelaie river
50,Australia,Tropical seasonal forest/Savanna,Water,0,0,155,-13.2333,131.1,,58,7,1318,27.2,Andersen,adelelaie river
51,Australia,Tropical seasonal forest/Savanna,Amino Acids,4,20,386,-13.8167,131.8333,,154,181,1224,26.7,Andersen,pine creek
51,Australia,Tropical seasonal forest/Savanna,Cookie,101,80,1644,-13.8167,131.8333,,154,181,1224,26.7,Andersen,pine creek
51,Australia,Tropical seasonal forest/Savanna,Olive Oil,0,0,954,-13.8167,131.8333,,154,181,1224,26.7,Andersen,pine creek
51,Australia,Tropical seasonal forest/Savanna,Salt,1,20,408,-13.8167,131.8333,,154,181,1224,26.7,Andersen,pine creek
51,Australia,Tropical seasonal forest/Savanna,Sugar,44,40,1049,-13.8167,131.8333,,154,181,1224,26.7,Andersen,pine creek
51,Australia,Tropical seasonal forest/Savanna,Water,1,20,155,-13.8167,131.8333,,154,181,1224,26.7,Andersen,pine creek
52,Australia,Tropical seasonal forest/Savanna,Amino Acids,42,100,386,-14.1893,132.1884,,176,232,1115,27.1,Andersen,edith falls
52,Australia,Tropical seasonal forest/Savanna,Cookie,164,100,1644,-14.1893,132.1884,,176,232,1115,27.1,Andersen,edith falls
52,Australia,Tropical seasonal forest/Savanna,Olive Oil,203,80,954,-14.1893,132.1884,,176,232,1115,27.1,Andersen,edith falls
52,Australia,Tropical seasonal forest/Savanna,Salt,18,60,408,-14.1893,132.1884,,176,232,1115,27.1,Andersen,edith falls
52,Australia,Tropical seasonal forest/Savanna,Sugar,266,100,1049,-14.1893,132.1884,,176,232,1115,27.1,Andersen,edith falls
52,Australia,Tropical seasonal forest/Savanna,Water,4,20,155,-14.1893,132.1884,,176,232,1115,27.1,Andersen,edith falls
53,Australia,Tropical seasonal forest/Savanna,Amino Acids,183,80,386,-14.4667,132.2667,,209,261,998,27.5,Andersen,katherine
53,Australia,Tropical seasonal forest/Savanna,Cookie,1079,100,1644,-14.4667,132.2667,,209,261,998,27.5,Andersen,katherine
53,Australia,Tropical seasonal forest/Savanna,Olive Oil,149,40,954,-14.4667,132.2667,,209,261,998,27.5,Andersen,katherine
53,Australia,Tropical seasonal forest/Savanna,Salt,176,40,408,-14.4667,132.2667,,209,261,998,27.5,Andersen,katherine
53,Australia,Tropical seasonal forest/Savanna,Sugar,456,80,1049,-14.4667,132.2667,,209,261,998,27.5,Andersen,katherine
53,Australia,Tropical seasonal forest/Savanna,Water,43,100,155,-14.4667,132.2667,,209,261,998,27.5,Andersen,katherine
54,Australia,Tropical seasonal forest/Savanna,Amino Acids,120,60,386,-14.5822,132.467,,162,296,966,27.1,Andersen,cutta cutta
54,Australia,Tropical seasonal forest/Savanna,Cookie,61,80,1644,-14.5822,132.467,,162,296,966,27.1,Andersen,cutta cutta
54,Australia,Tropical seasonal forest/Savanna,Olive Oil,361,60,954,-14.5822,132.467,,162,296,966,27.1,Andersen,cutta cutta
54,Australia,Tropical seasonal forest/Savanna,Salt,6,20,408,-14.5822,132.467,,162,296,966,27.1,Andersen,cutta cutta
54,Australia,Tropical seasonal forest/Savanna,Sugar,64,80,1049,-14.5822,132.467,,162,296,966,27.1,Andersen,cutta cutta
54,Australia,Tropical seasonal forest/Savanna,Water,2,20,155,-14.5822,132.467,,162,296,966,27.1,Andersen,cutta cutta
55,Australia,Desert,Amino Acids,19,60,258,-15.5833,133.2167,,187,393,794,26.8,Andersen,larrimah
55,Australia,Desert,Cookie,34,60,270,-15.5833,133.2167,,187,393,794,26.8,Andersen,larrimah
55,Australia,Desert,Olive Oil,35,20,176,-15.5833,133.2167,,187,393,794,26.8,Andersen,larrimah
55,Australia,Desert,Salt,1,20,310,-15.5833,133.2167,,187,393,794,26.8,Andersen,larrimah
55,Australia,Desert,Sugar,50,80,646,-15.5833,133.2167,,187,393,794,26.8,Andersen,larrimah
55,Australia,Desert,Water,13,40,264,-15.5833,133.2167,,187,393,794,26.8,Andersen,larrimah
56,Australia,Desert,Amino Acids,224,100,258,-16.25,133.3667,,211,420,700,26.4,Andersen,daly waters
56,Australia,Desert,Cookie,169,100,270,-16.25,133.3667,,211,420,700,26.4,Andersen,daly waters
56,Australia,Desert,Olive Oil,96,80,176,-16.25,133.3667,,211,420,700,26.4,Andersen,daly waters
56,Australia,Desert,Salt,292,100,310,-16.25,133.3667,,211,420,700,26.4,Andersen,daly waters
56,Australia,Desert,Sugar,415,100,646,-16.25,133.3667,,211,420,700,26.4,Andersen,daly waters
56,Australia,Desert,Water,242,100,264,-16.25,133.3667,,211,420,700,26.4,Andersen,daly waters
216,Australia,Desert,Amino Acids,2,20,258,-23.3205,138.42942,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,163,656,224,23.7,H. Gibb,
216,Australia,Desert,Cookie,10,60,270,-23.3205,138.42942,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,163,656,224,23.7,H. Gibb,
216,Australia,Desert,Olive Oil,3,60,176,-23.3205,138.42942,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,163,656,224,23.7,H. Gibb,
216,Australia,Desert,Salt,1,20,310,-23.3205,138.42942,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,163,656,224,23.7,H. Gibb,
216,Australia,Desert,Sugar,6,40,646,-23.3205,138.42942,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,163,656,224,23.7,H. Gibb,
216,Australia,Desert,Water,4,40,264,-23.3205,138.42942,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,163,656,224,23.7,H. Gibb,
217,Australia,Desert,Amino Acids,3,60,258,-23.3422,138.32358,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,164,663,223,23.6,H. Gibb,
217,Australia,Desert,Cookie,9,60,270,-23.3422,138.32358,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,164,663,223,23.6,H. Gibb,
217,Australia,Desert,Olive Oil,7,40,176,-23.3422,138.32358,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,164,663,223,23.6,H. Gibb,
217,Australia,Desert,Salt,1,20,310,-23.3422,138.32358,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,164,663,223,23.6,H. Gibb,
217,Australia,Desert,Sugar,3,40,646,-23.3422,138.32358,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,164,663,223,23.6,H. Gibb,
217,Australia,Desert,Water,0,0,264,-23.3422,138.32358,Desert - Arid - Dune - Spinifex (Triodia irritans)-dominated,164,663,223,23.6,H. Gibb,
218,Australia,Desert,Amino Acids,9,60,258,-30.224017,136.541835,Desert - Arid - Low dunes,102,331,167,20,H. Gibb,
218,Australia,Desert,Cookie,23,80,270,-30.224017,136.541835,Desert - Arid - Low dunes,102,331,167,20,H. Gibb,
218,Australia,Desert,Olive Oil,35,40,176,-30.224017,136.541835,Desert - Arid - Low dunes,102,331,167,20,H. Gibb,
218,Australia,Desert,Salt,14,80,310,-30.224017,136.541835,Desert - Arid - Low dunes,102,331,167,20,H. Gibb,
218,Australia,Desert,Sugar,30,80,646,-30.224017,136.541835,Desert - Arid - Low dunes,102,331,167,20,H. Gibb,
218,Australia,Desert,Water,5,40,264,-30.224017,136.541835,Desert - Arid - Low dunes,102,331,167,20,H. Gibb,
219,Australia,Desert,Amino Acids,1,20,258,-30.22567,136.542848,Desert - Arid - Low dunes,102,330,167,20,H. Gibb,
219,Australia,Desert,Cookie,25,60,270,-30.22567,136.542848,Desert - Arid - Low dunes,102,330,167,20,H. Gibb,
219,Australia,Desert,Olive Oil,0,0,176,-30.22567,136.542848,Desert - Arid - Low dunes,102,330,167,20,H. Gibb,
219,Australia,Desert,Salt,1,20,310,-30.22567,136.542848,Desert - Arid - Low dunes,102,330,167,20,H. Gibb,
219,Australia,Desert,Sugar,142,60,646,-30.22567,136.542848,Desert - Arid - Low dunes,102,330,167,20,H. Gibb,
219,Australia,Desert,Water,0,0,264,-30.22567,136.542848,Desert - Arid - Low dunes,102,330,167,20,H. Gibb,
220,Australia,Grassland/Cold desert,Amino Acids,2,40,11,-33.15007,141.13033,Semi arid - Dune - Open mallee Eucalyptus woodland - Spinifex (Triodia scariosa),87,289,241,17.6,H. Gibb,
220,Australia,Grassland/Cold desert,Cookie,14,100,71,-33.15007,141.13033,Semi arid - Dune - Open mallee Eucalyptus woodland - Spinifex (Triodia scariosa),87,289,241,17.6,H. Gibb,
220,Australia,Grassland/Cold desert,Olive Oil,94,60,103,-33.15007,141.13033,Semi arid - Dune - Open mallee Eucalyptus woodland - Spinifex (Triodia scariosa),87,289,241,17.6,H. Gibb,
220,Australia,Grassland/Cold desert,Salt,3,40,24,-33.15007,141.13033,Semi arid - Dune - Open mallee Eucalyptus woodland - Spinifex (Triodia scariosa),87,289,241,17.6,H. Gibb,
220,Australia,Grassland/Cold desert,Sugar,64,100,276,-33.15007,141.13033,Semi arid - Dune - Open mallee Eucalyptus woodland - Spinifex (Triodia scariosa),87,289,241,17.6,H. Gibb,
220,Australia,Grassland/Cold desert,Water,7,40,15,-33.15007,141.13033,Semi arid - Dune - Open mallee Eucalyptus woodland - Spinifex (Triodia scariosa),87,289,241,17.6,H. Gibb,
221,Australia,Grassland/Cold desert,Amino Acids,3,40,11,-33.125331,141.100784,Semi-arid - Belah (Casuarina pauper) woodland,59,285,239,17.6,H. Gibb,
221,Australia,Grassland/Cold desert,Cookie,14,80,71,-33.125331,141.100784,Semi-arid - Belah (Casuarina pauper) woodland,59,285,239,17.6,H. Gibb,
221,Australia,Grassland/Cold desert,Olive Oil,1,20,103,-33.125331,141.100784,Semi-arid - Belah (Casuarina pauper) woodland,59,285,239,17.6,H. Gibb,
221,Australia,Grassland/Cold desert,Salt,0,0,24,-33.125331,141.100784,Semi-arid - Belah (Casuarina pauper) woodland,59,285,239,17.6,H. Gibb,
221,Australia,Grassland/Cold desert,Sugar,165,100,276,-33.125331,141.100784,Semi-arid - Belah (Casuarina pauper) woodland,59,285,239,17.6,H. Gibb,
221,Australia,Grassland/Cold desert,Water,0,0,15,-33.125331,141.100784,Semi-arid - Belah (Casuarina pauper) woodland,59,285,239,17.6,H. Gibb,
222,Australia,Grassland/Cold desert,Amino Acids,5,20,11,-34.51691,139.454647,Semi-arid - Open mallee Eucalyptus woodland,89,82,290,16,H. Gibb,
222,Australia,Grassland/Cold desert,Cookie,28,80,71,-34.51691,139.454647,Semi-arid - Open mallee Eucalyptus woodland,89,82,290,16,H. Gibb,
222,Australia,Grassland/Cold desert,Olive Oil,8,60,103,-34.51691,139.454647,Semi-arid - Open mallee Eucalyptus woodland,89,82,290,16,H. Gibb,
222,Australia,Grassland/Cold desert,Salt,19,20,24,-34.51691,139.454647,Semi-arid - Open mallee Eucalyptus woodland,89,82,290,16,H. Gibb,
222,Australia,Grassland/Cold desert,Sugar,34,80,276,-34.51691,139.454647,Semi-arid - Open mallee Eucalyptus woodland,89,82,290,16,H. Gibb,
222,Australia,Grassland/Cold desert,Water,6,60,15,-34.51691,139.454647,Semi-arid - Open mallee Eucalyptus woodland,89,82,290,16,H. Gibb,
223,Australia,Grassland/Cold desert,Amino Acids,1,20,11,-34.522127,139.445399,Semi-arid - Open mallee Eucalyptus woodland,92,84,290,16,H. Gibb,
223,Australia,Grassland/Cold desert,Cookie,15,60,71,-34.522127,139.445399,Semi-arid - Open mallee Eucalyptus woodland,92,84,290,16,H. Gibb,
223,Australia,Grassland/Cold desert,Olive Oil,0,0,103,-34.522127,139.445399,Semi-arid - Open mallee Eucalyptus woodland,92,84,290,16,H. Gibb,
223,Australia,Grassland/Cold desert,Salt,2,20,24,-34.522127,139.445399,Semi-arid - Open mallee Eucalyptus woodland,92,84,290,16,H. Gibb,
223,Australia,Grassland/Cold desert,Sugar,13,80,276,-34.522127,139.445399,Semi-arid - Open mallee Eucalyptus woodland,92,84,290,16,H. Gibb,
223,Australia,Grassland/Cold desert,Water,2,20,15,-34.522127,139.445399,Semi-arid - Open mallee Eucalyptus woodland,92,84,290,16,H. Gibb,
224,Australia,Tropical seasonal forest/Savanna,Amino Acids,1,20,386,-15.61538333,131.1262889,Tropical savanna woodland,51,173,842,27.3,H. Gibb,
224,Australia,Tropical seasonal forest/Savanna,Cookie,3,20,1644,-15.61538333,131.1262889,Tropical savanna woodland,51,173,842,27.3,H. Gibb,
224,Australia,Tropical seasonal forest/Savanna,Olive Oil,32,60,954,-15.61538333,131.1262889,Tropical savanna woodland,51,173,842,27.3,H. Gibb,
224,Australia,Tropical seasonal forest/Savanna,Salt,30,60,408,-15.61538333,131.1262889,Tropical savanna woodland,51,173,842,27.3,H. Gibb,
224,Australia,Tropical seasonal forest/Savanna,Sugar,29,80,1049,-15.61538333,131.1262889,Tropical savanna woodland,51,173,842,27.3,H. Gibb,
224,Australia,Tropical seasonal forest/Savanna,Water,13,60,155,-15.61538333,131.1262889,Tropical savanna woodland,51,173,842,27.3,H. Gibb,
287,Australia,Temperate seasonal forest,Amino Acids,10,20,24,-37.128,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
287,Australia,Temperate seasonal forest,Cookie,217,80,278,-37.128,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
287,Australia,Temperate seasonal forest,Olive Oil,116,20,277,-37.128,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
287,Australia,Temperate seasonal forest,Salt,0,0,5,-37.128,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
287,Australia,Temperate seasonal forest,Sugar,97,80,181,-37.128,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
287,Australia,Temperate seasonal forest,Water,0,0,29,-37.128,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
288,Australia,Temperate seasonal forest,Amino Acids,5,20,24,-37.13,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
288,Australia,Temperate seasonal forest,Cookie,6,60,278,-37.13,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
